city,rainfall,temperature,aqi,humidity,heat_index,orders_completed,active_hours,acceptance_rate,idle_time,avg_delivery_time,zone_demand,order_drop_rate,delivery_delay,traffic_level,zone_risk,experience,past_claims,trust_score,income_drop,premium_amount,weather_source
mumbai,13.09,34.71,146.41,75.68,52.57,64.71,10.48,71.82,55.5,39.13,67.61,9.0,30.34,48.3,42.23,3.31,1.0,86.5,0,55.75,deterministic_fallback
chennai,,34.12,,82.08,53.96,72.28,7.68,78.6,34.32,36.15,76.76,7.49,33.79,41.48,47.37,6.82,1.0,92.23,0,55.78,deterministic_fallback
delhi,6.72,34.42,168.82,41.88,36.68,82.29,9.42,89.29,30.56,26.12,79.4,5.46,,39.18,49.01,2.0,2.0,58.15,0,78.74,deterministic_fallback
kolkata,9.7,33.35,109.16,82.65,50.98,63.91,7.58,79.56,32.65,30.85,68.94,5.21,,43.03,32.15,1.01,2.0,51.95,0,69.6,deterministic_fallback
mumbai,30.88,30.38,89.29,100.0,45.97,75.06,7.69,78.05,35.56,44.13,,7.63,22.13,50.6,27.96,6.72,0.0,92.59,0,36.89,deterministic_fallback
hyderabad,7.0,31.91,35.0,38.53,31.91,94.55,10.55,91.36,26.82,40.39,94.18,4.48,27.34,49.78,30.86,6.7,2.0,75.8,0,60.81,deterministic_fallback
chennai,7.62,37.62,80.55,76.47,60.0,56.48,7.93,64.21,64.01,42.3,,8.09,24.52,58.89,51.72,0.8,5.0,41.68,1,102.66,deterministic_fallback
delhi,11.7,33.1,179.05,52.11,37.13,63.31,7.54,88.89,54.64,28.22,73.45,11.54,39.11,52.64,31.54,6.15,2.0,80.98,1,66.83,deterministic_fallback
delhi,10.59,34.94,139.65,48.02,39.79,68.67,8.36,85.93,43.6,32.04,73.75,8.73,20.71,48.52,54.64,4.62,0.0,80.31,0,46.26,deterministic_fallback
kolkata,22.67,35.72,100.77,81.18,60.0,47.35,8.25,71.59,46.45,41.55,68.17,14.55,23.88,68.32,38.59,3.89,1.0,81.18,0,64.74,deterministic_fallback
delhi,6.49,35.32,223.27,50.25,41.55,82.68,9.72,81.49,32.32,33.36,77.18,8.23,12.26,,40.53,7.31,1.0,86.67,0,47.95,deterministic_fallback
bangalore,11.61,26.51,91.29,66.91,26.51,66.69,9.29,83.92,36.95,30.98,78.73,10.58,20.57,52.65,32.51,0.94,1.0,45.25,0,62.92,deterministic_fallback
bangalore,13.12,21.55,39.38,70.83,21.55,66.87,10.61,83.1,65.82,,60.98,7.47,27.74,47.52,,3.26,0.0,65.21,0,59.9,deterministic_fallback
delhi,10.18,28.27,176.52,45.91,28.38,66.43,8.47,78.4,45.29,35.94,78.16,7.22,33.08,55.72,39.73,2.59,1.0,70.0,0,64.09,deterministic_fallback
chennai,9.21,41.27,104.77,90.92,60.0,58.89,7.44,75.2,52.57,50.02,85.87,7.11,28.21,68.75,28.93,4.62,2.0,71.56,0,53.27,deterministic_fallback
chennai,9.52,34.9,73.47,72.75,51.58,69.8,9.06,82.14,39.62,35.18,78.44,7.55,32.07,41.6,37.24,1.47,3.0,48.72,0,86.04,deterministic_fallback
delhi,19.92,32.82,,55.15,37.45,59.17,8.97,90.33,35.91,36.47,67.46,7.29,27.64,50.05,58.13,0.37,2.0,69.82,0,75.87,deterministic_fallback
chennai,18.96,34.57,86.45,70.16,48.85,70.76,9.4,82.29,41.86,40.07,82.5,4.52,26.15,42.72,34.91,6.06,1.0,91.89,0,45.75,deterministic_fallback
mumbai,19.42,29.17,129.39,87.02,36.91,56.52,8.33,82.09,30.12,39.58,82.48,5.11,29.89,50.07,39.66,0.0,1.0,57.79,0,59.93,deterministic_fallback
mumbai,17.71,28.93,156.16,85.28,35.71,68.67,9.0,84.75,58.22,29.6,71.65,10.63,32.3,47.33,37.97,3.02,1.0,73.74,0,57.47,deterministic_fallback
bangalore,15.23,22.83,48.45,72.57,22.83,66.6,8.21,86.61,30.42,34.49,79.57,9.13,26.58,41.69,37.44,7.51,2.0,87.07,0,59.07,deterministic_fallback
kolkata,11.45,26.31,154.77,73.7,26.31,93.18,7.89,87.63,28.48,34.34,100.0,,21.04,48.43,30.71,,3.0,79.63,0,55.83,deterministic_fallback
mumbai,12.7,24.21,124.32,73.0,24.21,73.68,9.58,89.98,57.65,39.07,75.65,6.36,32.21,70.67,45.04,1.79,0.0,77.46,0,54.9,deterministic_fallback
mumbai,22.3,24.25,102.64,93.27,24.25,67.19,10.68,87.1,39.17,35.4,68.49,6.51,29.83,50.84,36.5,7.51,1.0,98.72,0,54.57,deterministic_fallback
bangalore,4.08,30.47,,62.22,34.26,81.52,9.9,73.83,30.19,38.23,84.0,3.43,25.76,38.6,10.0,3.09,1.0,58.59,0,46.28,deterministic_fallback
chennai,16.53,29.41,56.52,80.45,36.03,82.28,11.09,91.6,14.64,33.27,75.92,10.24,32.56,60.19,48.27,1.43,1.0,66.35,0,70.82,deterministic_fallback
mumbai,10.23,29.77,136.9,71.26,34.78,70.17,9.77,88.57,39.98,31.26,68.27,3.55,14.53,55.26,30.62,3.85,0.0,82.08,0,31.69,deterministic_fallback
delhi,17.25,38.04,217.71,58.45,54.04,51.34,6.16,75.76,59.22,39.41,,9.21,32.0,67.38,40.69,4.68,1.0,77.48,1,71.34,deterministic_fallback
chennai,16.62,32.84,98.28,69.84,42.89,68.98,9.92,76.68,38.62,37.27,75.9,8.4,32.72,59.5,49.06,2.79,0.0,89.49,0,52.2,deterministic_fallback
delhi,13.33,33.73,180.19,42.36,35.57,69.97,8.96,80.53,52.29,37.33,71.05,3.35,21.32,58.69,53.61,2.94,1.0,85.65,0,64.39,deterministic_fallback
mumbai,16.23,33.45,134.9,73.6,46.64,51.96,8.89,73.0,46.5,35.47,57.18,8.5,19.83,48.18,51.51,0.0,3.0,47.96,1,90.06,deterministic_fallback
mumbai,18.0,27.84,147.01,75.01,31.01,57.91,7.31,79.1,62.61,41.35,70.53,10.46,,65.03,50.03,2.06,2.0,62.33,0,75.36,deterministic_fallback
bangalore,12.0,30.06,41.96,72.2,35.73,65.97,9.55,81.88,32.75,33.9,70.37,7.99,,46.69,45.38,1.0,1.0,60.43,0,66.96,deterministic_fallback
bangalore,0.0,29.91,76.3,68.56,34.48,90.73,11.32,81.19,29.45,31.08,81.36,6.26,30.94,40.82,34.71,8.32,0.0,95.98,1,44.81,deterministic_fallback
kolkata,13.84,35.4,106.99,73.35,53.92,76.81,9.15,90.02,26.33,35.53,79.81,6.71,24.52,59.04,49.67,3.68,0.0,72.49,0,55.6,deterministic_fallback
hyderabad,4.64,23.92,61.79,58.15,,66.57,9.98,94.45,,43.32,58.26,10.31,31.61,64.56,32.68,3.66,1.0,78.58,0,65.66,deterministic_fallback
hyderabad,8.47,29.76,117.19,49.53,30.63,55.95,10.28,88.69,39.14,34.58,63.82,6.94,28.72,55.59,29.92,3.23,0.0,90.59,0,43.2,deterministic_fallback
kolkata,40.62,32.57,86.96,89.4,51.19,38.71,8.03,77.72,66.0,47.65,71.9,8.36,24.64,50.8,29.81,7.7,1.0,100.0,0,41.77,deterministic_fallback
bangalore,9.97,29.83,53.96,75.41,35.93,93.18,9.94,,25.37,29.57,92.94,,24.7,37.11,26.26,7.31,2.0,93.57,0,45.99,deterministic_fallback
bangalore,5.95,21.06,72.95,68.28,21.06,89.91,10.91,96.1,32.13,39.09,100.0,0.0,29.72,62.38,27.67,6.92,0.0,77.0,0,29.79,deterministic_fallback
kolkata,7.59,24.38,90.88,83.78,24.38,62.61,9.15,80.42,31.16,31.04,73.95,9.51,28.87,47.83,30.27,2.28,0.0,59.43,0,66.47,deterministic_fallback
delhi,,41.01,122.86,64.02,60.0,51.72,7.42,74.6,42.75,48.13,73.68,7.05,28.84,51.27,42.97,2.26,0.0,79.84,0,60.92,deterministic_fallback
chennai,17.67,31.02,117.69,74.15,38.94,77.04,8.23,,71.75,40.13,55.63,5.69,35.28,49.02,16.37,8.34,0.0,100.0,0,36.72,deterministic_fallback
chennai,10.68,26.65,84.56,67.3,26.65,83.42,11.12,88.98,5.0,35.95,90.36,12.08,27.0,42.15,25.41,8.74,1.0,100.0,0,48.13,deterministic_fallback
mumbai,4.84,,180.91,83.02,24.73,80.68,9.78,84.22,36.51,29.89,76.67,8.8,33.01,46.38,43.99,2.62,1.0,,1,74.49,deterministic_fallback
,,27.75,122.09,60.14,29.1,57.5,8.69,84.14,55.71,41.41,76.05,7.02,32.87,46.83,40.59,2.46,1.0,78.97,0,58.92,deterministic_fallback
mumbai,11.49,29.18,104.23,77.23,34.62,56.11,11.04,87.3,37.67,42.02,61.15,9.69,30.64,48.23,44.74,2.4,0.0,78.32,0,56.02,deterministic_fallback
mumbai,17.9,35.03,187.71,74.64,53.24,75.5,8.65,,43.67,36.63,95.68,8.65,21.42,42.93,41.89,7.13,2.0,95.17,0,69.05,deterministic_fallback
bangalore,9.03,23.66,119.15,63.11,23.66,77.9,9.34,94.14,47.91,33.28,95.7,6.94,19.07,43.47,47.74,7.9,1.0,,0,51.76,deterministic_fallback
delhi,16.21,27.82,172.58,48.3,28.11,69.09,11.09,81.77,42.23,39.96,78.39,7.04,37.76,,32.81,6.11,1.0,88.73,0,50.72,deterministic_fallback
chennai,9.76,36.33,37.07,81.98,60.0,,7.98,81.6,31.05,33.22,88.32,8.8,30.92,54.04,27.31,6.23,1.0,99.28,0,45.87,deterministic_fallback
kolkata,16.66,33.17,140.55,91.18,55.04,44.93,6.61,68.05,53.99,43.67,73.24,9.64,28.56,46.27,42.85,2.82,1.0,74.85,0,64.54,deterministic_fallback
chennai,1.63,,,81.54,36.14,75.81,11.17,86.54,44.77,39.63,81.55,4.73,26.7,60.27,38.67,1.27,0.0,74.47,0,34.2,deterministic_fallback
delhi,9.42,,191.49,52.44,39.12,75.49,9.05,92.26,41.72,32.68,64.43,3.03,27.03,48.93,23.79,7.83,1.0,94.46,0,41.27,deterministic_fallback
delhi,19.72,41.27,174.01,48.52,57.87,60.48,11.42,76.4,57.12,31.54,48.96,9.7,19.3,47.57,33.41,3.36,0.0,,0,36.55,deterministic_fallback
delhi,13.96,37.68,138.88,31.25,37.68,60.85,9.24,81.71,55.41,35.16,57.87,8.35,24.21,42.52,44.09,0.71,1.0,71.28,0,69.37,deterministic_fallback
mumbai,20.33,34.71,119.97,82.57,56.92,54.39,6.03,76.88,45.1,35.8,70.15,9.78,30.72,48.77,20.3,,1.0,85.9,0,38.33,deterministic_fallback
kolkata,15.78,29.75,157.5,64.03,33.15,74.79,11.86,94.04,55.07,31.91,66.49,7.77,31.55,71.34,38.74,3.47,0.0,72.57,0,49.7,deterministic_fallback
bangalore,19.36,27.42,60.72,54.16,28.14,49.78,9.64,79.66,51.66,36.62,74.53,9.67,26.31,52.17,36.4,0.15,0.0,59.34,0,49.05,deterministic_fallback
delhi,1.97,35.32,178.97,47.86,40.59,80.92,10.25,89.07,33.58,41.41,76.76,6.19,37.19,57.29,28.86,8.25,2.0,92.53,1,71.01,deterministic_fallback
chennai,17.82,33.67,55.91,77.54,49.47,73.37,8.92,80.84,60.57,38.5,71.3,7.34,34.17,55.05,48.96,1.29,1.0,52.86,1,79.59,deterministic_fallback
delhi,12.54,34.17,192.47,46.39,37.58,58.73,8.22,82.46,36.56,41.8,57.82,5.31,26.44,61.29,37.97,1.62,2.0,66.99,0,76.47,deterministic_fallback
mumbai,12.07,30.04,72.08,91.25,41.3,52.4,7.06,92.75,43.55,38.99,62.0,9.39,22.18,52.33,,3.37,2.0,68.74,0,75.76,deterministic_fallback
mumbai,0.37,29.01,142.12,81.73,35.15,81.54,12.37,98.05,38.7,23.42,74.19,5.76,23.23,,,2.25,1.0,74.55,0,58.91,deterministic_fallback
hyderabad,31.69,29.16,79.81,58.54,31.08,77.19,8.01,92.88,35.74,,71.59,8.43,24.4,42.87,29.12,7.08,0.0,79.74,0,36.71,deterministic_fallback
chennai,18.33,37.06,94.58,86.56,60.0,67.13,9.87,79.43,,46.02,77.2,8.44,28.25,53.05,35.89,5.98,2.0,87.89,0,59.17,deterministic_fallback
mumbai,9.49,32.13,171.68,91.28,50.17,70.67,9.66,69.25,44.99,37.68,80.26,6.9,29.77,61.26,34.72,4.94,0.0,94.06,0,50.73,deterministic_fallback
kolkata,16.36,31.07,91.92,86.41,43.52,63.44,9.4,72.33,56.11,39.95,87.99,9.64,32.48,48.99,33.46,1.16,0.0,,0,56.79,deterministic_fallback
chennai,9.34,35.36,71.77,68.55,50.8,78.35,8.32,77.11,47.19,36.15,75.77,11.19,31.06,48.62,29.73,4.17,1.0,77.6,0,54.78,deterministic_fallback
chennai,6.54,30.82,111.73,70.12,37.16,86.54,12.5,82.36,30.67,35.47,91.52,8.94,26.28,40.02,24.54,1.75,0.0,76.12,0,47.74,deterministic_fallback
delhi,20.77,33.42,132.72,39.09,33.42,,9.4,90.64,51.45,39.64,82.49,2.46,19.01,66.99,34.56,7.68,0.0,100.0,0,33.77,deterministic_fallback
mumbai,10.65,31.77,171.54,78.51,42.94,75.5,8.91,,43.75,36.13,84.03,8.05,32.47,55.17,,6.97,1.0,93.92,0,32.8,deterministic_fallback
kolkata,9.26,32.2,162.24,73.34,42.31,68.22,10.08,83.35,63.7,38.88,80.91,7.19,24.22,51.12,52.49,0.91,2.0,62.75,0,71.95,deterministic_fallback
delhi,8.27,34.8,197.58,47.03,39.12,78.06,9.28,85.59,36.22,24.34,81.22,10.68,23.65,38.65,43.02,5.03,0.0,96.74,0,53.59,deterministic_fallback
hyderabad,12.21,31.29,35.0,61.06,35.75,86.67,9.13,84.75,36.01,27.26,70.81,5.15,22.36,33.73,37.38,6.81,0.0,98.65,0,41.77,deterministic_fallback
chennai,11.79,31.37,100.88,59.07,35.4,,,,40.87,35.13,86.51,5.26,39.37,64.3,52.88,4.14,0.0,75.46,0,59.92,deterministic_fallback
mumbai,10.89,28.04,75.87,68.76,,57.21,,82.62,,39.87,68.54,9.9,39.43,56.66,46.01,1.23,2.0,68.94,0,75.18,deterministic_fallback
chennai,31.66,37.43,125.93,72.48,60.0,67.15,9.67,63.01,35.61,36.0,73.34,7.93,25.95,46.85,40.05,1.7,0.0,68.96,0,54.67,deterministic_fallback
kolkata,11.59,33.13,145.49,81.51,49.45,79.62,11.32,82.66,,39.71,77.75,4.95,22.73,60.8,52.46,5.59,0.0,87.97,0,45.06,deterministic_fallback
chennai,4.93,31.65,122.47,70.44,39.55,79.56,7.84,88.3,18.6,33.17,88.4,5.11,,33.74,25.24,4.67,2.0,76.63,0,49.83,deterministic_fallback
bangalore,10.83,,44.63,66.7,24.23,80.86,11.34,86.4,29.59,35.03,79.45,3.39,28.29,50.34,15.28,3.93,0.0,86.84,0,36.64,deterministic_fallback
kolkata,35.07,34.63,162.06,78.16,53.76,40.27,7.11,88.81,67.74,42.38,56.5,9.15,28.98,59.3,59.44,,2.0,81.6,1,96.33,deterministic_fallback
bangalore,16.6,24.74,65.4,57.73,24.74,82.47,8.84,86.4,37.7,30.83,,5.81,19.7,43.43,42.27,2.18,1.0,68.4,0,51.77,deterministic_fallback
chennai,13.22,32.13,152.16,,41.08,82.22,9.0,90.76,30.02,33.82,80.47,8.06,23.5,43.57,26.32,2.39,1.0,81.29,0,55.79,deterministic_fallback
chennai,9.02,35.28,100.67,73.02,,51.04,8.03,79.35,37.09,41.04,70.18,6.47,30.51,41.82,23.87,3.9,0.0,81.1,0,43.65,deterministic_fallback
chennai,7.34,34.06,104.31,72.1,48.06,64.8,8.02,88.03,40.25,35.33,65.42,6.67,26.82,55.05,37.46,4.67,2.0,85.69,0,51.45,deterministic_fallback
delhi,4.82,24.87,161.91,50.28,24.87,79.15,7.8,85.2,38.7,26.2,87.73,5.18,21.67,57.8,25.48,7.04,1.0,91.98,0,39.83,deterministic_fallback
mumbai,18.1,31.87,161.12,82.8,45.1,54.75,10.47,73.43,34.05,42.02,59.34,7.07,29.23,65.3,41.73,0.97,2.0,55.42,0,71.65,deterministic_fallback
delhi,12.42,34.37,195.1,55.45,41.28,62.38,10.61,89.35,30.79,43.99,80.87,5.47,30.25,61.52,56.67,4.36,3.0,84.11,0,77.31,deterministic_fallback
bangalore,15.81,26.3,109.41,64.2,26.3,76.8,9.84,87.62,26.77,31.85,83.14,9.76,27.93,59.05,58.32,1.83,0.0,66.29,0,70.53,deterministic_fallback
bangalore,9.17,27.46,64.27,56.13,28.35,55.01,8.62,88.06,,38.95,64.49,6.8,29.45,48.24,43.1,0.0,4.0,42.22,1,106.56,deterministic_fallback
hyderabad,20.13,24.19,100.54,69.78,24.19,70.11,11.12,81.41,34.06,34.3,65.43,1.66,17.82,35.59,39.18,2.53,0.0,64.83,0,50.93,deterministic_fallback
delhi,4.67,,196.67,52.46,24.24,78.5,10.04,88.83,30.6,30.17,64.75,3.59,26.29,57.67,53.43,0.86,1.0,71.05,1,75.14,deterministic_fallback
chennai,11.28,31.52,132.85,67.27,38.14,61.47,9.12,74.23,50.79,30.91,63.22,9.12,23.1,42.64,36.04,2.39,3.0,72.11,0,71.99,deterministic_fallback
kolkata,16.11,32.27,158.66,84.51,47.45,60.2,7.31,75.94,66.96,36.07,77.08,6.92,23.07,56.92,19.73,5.08,0.0,88.0,0,44.97,deterministic_fallback
delhi,14.98,22.3,194.1,58.74,22.3,65.43,10.51,80.01,50.81,33.89,75.0,7.9,24.4,43.72,22.33,3.24,0.0,70.02,0,40.89,deterministic_fallback
chennai,13.62,30.48,51.72,88.92,42.17,71.32,9.14,86.71,34.92,36.55,84.97,7.52,33.84,55.58,28.3,5.99,2.0,81.92,0,62.74,deterministic_fallback
hyderabad,4.89,25.07,129.77,60.4,25.07,74.33,10.29,81.21,43.73,38.06,64.39,8.05,31.74,51.08,48.72,1.37,1.0,62.4,0,63.52,deterministic_fallback
bangalore,23.67,30.99,35.0,78.37,40.26,,9.39,73.8,43.17,39.37,80.8,11.6,29.37,46.01,37.22,2.5,2.0,58.69,0,65.57,deterministic_fallback
mumbai,18.66,38.25,112.74,,60.0,76.51,8.77,70.6,41.01,36.56,68.78,8.16,24.13,58.7,38.02,7.26,1.0,88.18,0,52.85,deterministic_fallback
chennai,,31.71,81.28,74.85,41.31,66.26,9.65,84.68,59.61,31.95,80.77,7.21,19.91,58.45,46.19,1.61,1.0,69.15,0,53.37,deterministic_fallback
kolkata,19.59,32.61,81.78,79.89,46.59,54.86,8.59,77.89,75.58,42.25,58.54,5.83,26.09,60.46,48.75,2.96,0.0,71.4,0,52.93,deterministic_fallback
chennai,16.53,33.36,106.65,78.06,48.56,91.14,9.64,77.42,21.7,36.02,93.29,3.35,27.64,49.73,33.77,6.19,1.0,88.73,0,51.65,deterministic_fallback
kolkata,9.36,31.21,179.67,94.64,47.56,67.19,9.95,81.67,63.57,38.92,66.45,,,63.26,46.49,2.56,0.0,,0,57.57,deterministic_fallback
kolkata,12.2,33.04,120.3,83.98,50.37,80.74,10.56,88.4,36.21,41.97,79.42,8.27,26.87,58.84,38.79,2.32,1.0,80.61,0,65.65,deterministic_fallback
delhi,2.81,38.08,192.82,41.72,,77.11,8.3,88.7,26.28,35.35,82.64,10.32,29.18,28.11,34.83,5.9,1.0,82.6,0,46.74,deterministic_fallback
hyderabad,0.0,31.22,148.69,,32.57,70.92,11.39,70.9,42.23,27.25,58.16,10.29,25.1,45.46,31.02,0.0,0.0,68.09,0,58.17,deterministic_fallback
bangalore,16.73,27.46,107.17,82.5,31.09,54.53,8.08,83.99,66.13,28.82,80.94,3.16,13.26,67.8,50.35,2.03,2.0,65.04,0,57.45,deterministic_fallback
kolkata,16.84,32.55,104.73,86.46,49.58,68.89,9.86,77.04,46.07,36.45,67.56,5.69,27.64,41.62,36.43,2.43,1.0,72.2,0,55.12,deterministic_fallback
mumbai,30.86,30.32,115.43,84.05,39.92,59.58,8.43,69.04,53.08,31.88,66.25,9.92,,39.14,43.55,0.59,0.0,56.78,1,73.55,deterministic_fallback
bangalore,3.85,29.04,75.43,65.56,32.01,84.3,11.1,77.09,48.33,32.87,69.52,6.35,26.42,,28.39,3.87,0.0,74.48,0,42.76,deterministic_fallback
kolkata,25.18,28.86,172.8,85.16,35.48,,,88.76,57.99,36.34,88.57,12.22,31.61,55.88,31.92,4.43,1.0,73.4,0,59.96,deterministic_fallback
delhi,4.04,38.53,231.12,41.43,45.35,78.0,9.9,83.93,44.91,31.38,65.44,7.67,23.5,44.91,33.69,8.36,0.0,100.0,0,34.68,deterministic_fallback
chennai,12.89,29.84,35.0,78.13,36.68,58.88,10.1,86.37,56.66,,80.7,12.29,,62.65,32.27,4.85,0.0,93.58,0,54.56,deterministic_fallback
delhi,7.79,41.89,155.66,40.22,53.52,54.07,8.69,73.49,39.25,41.8,68.61,7.17,30.27,67.48,31.77,4.28,0.0,84.7,1,48.43,deterministic_fallback
kolkata,28.93,34.13,137.83,80.44,,72.41,7.91,85.33,21.79,35.87,85.88,12.06,28.24,37.83,46.37,5.72,0.0,82.01,0,50.94,deterministic_fallback
kolkata,15.03,28.25,79.66,77.06,32.24,90.36,11.13,75.56,59.82,34.44,94.82,0.8,23.92,48.22,37.39,1.05,1.0,63.64,0,53.19,deterministic_fallback
delhi,27.48,34.92,100.03,30.0,34.92,75.17,9.73,81.37,29.99,33.44,67.21,9.33,30.86,25.63,26.14,3.78,0.0,78.81,1,52.74,deterministic_fallback
chennai,17.25,28.86,102.57,72.61,32.91,74.6,7.81,85.29,39.35,33.91,80.14,7.88,34.85,60.47,41.21,7.2,0.0,92.66,0,51.37,deterministic_fallback
delhi,10.51,35.86,152.13,42.65,39.81,78.27,10.52,73.66,38.2,44.42,67.25,1.64,27.41,48.54,46.18,1.29,2.0,60.21,0,64.62,deterministic_fallback
hyderabad,2.89,28.41,85.22,56.55,29.65,86.84,11.2,81.47,28.55,26.74,85.9,5.54,17.5,47.62,40.76,3.2,1.0,78.27,0,52.34,deterministic_fallback
,16.9,31.22,65.18,59.37,35.15,75.18,9.9,90.85,41.27,,69.54,3.59,20.91,67.29,45.92,1.58,0.0,64.21,0,52.74,deterministic_fallback
chennai,14.05,36.72,94.25,89.27,60.0,68.82,7.39,69.44,39.68,31.13,,5.65,26.33,32.02,21.52,7.18,0.0,92.62,0,37.46,deterministic_fallback
mumbai,8.45,31.22,123.0,81.11,42.04,46.95,8.39,87.92,41.98,32.92,70.36,7.49,27.69,34.05,33.54,2.82,0.0,81.85,0,44.98,deterministic_fallback
delhi,7.45,29.63,177.81,52.27,30.85,75.1,9.24,89.04,38.44,32.83,93.55,6.98,26.77,34.84,52.25,1.87,1.0,70.07,0,59.35,deterministic_fallback
hyderabad,3.42,28.13,138.17,62.24,29.91,73.36,10.76,85.72,53.38,34.96,57.73,7.52,30.24,66.51,44.04,7.29,0.0,100.0,1,50.16,deterministic_fallback
bangalore,15.93,28.65,65.6,76.25,33.08,75.11,8.29,79.38,38.82,37.76,83.06,7.43,25.97,58.02,26.67,7.53,1.0,,0,46.78,deterministic_fallback
bangalore,19.18,29.69,47.7,73.17,35.02,60.72,10.06,83.18,40.52,36.71,69.79,12.48,18.0,49.45,37.29,0.0,2.0,44.88,0,75.74,deterministic_fallback
mumbai,12.68,29.49,92.18,81.27,36.46,81.8,10.21,73.22,52.16,31.82,77.79,7.23,22.75,41.73,43.67,6.38,1.0,89.56,0,50.18,deterministic_fallback
delhi,20.17,40.67,163.02,56.3,,77.94,9.38,69.84,40.91,44.71,77.75,9.01,39.87,59.34,33.77,5.7,2.0,77.06,1,74.09,deterministic_fallback
kolkata,19.02,32.8,141.07,63.11,40.13,79.07,10.43,85.63,46.39,40.85,77.71,8.85,33.16,79.97,37.4,6.72,0.0,84.51,0,47.13,deterministic_fallback
mumbai,14.52,27.31,,95.87,32.41,58.2,8.93,87.23,54.82,,72.59,7.1,28.69,51.79,42.48,0.0,2.0,48.88,0,77.97,deterministic_fallback
delhi,3.95,31.76,191.62,62.03,37.11,49.98,7.97,83.13,36.81,31.17,72.78,3.66,29.24,44.61,50.67,0.0,1.0,56.09,1,79.29,deterministic_fallback
kolkata,19.89,30.78,129.14,84.33,41.64,63.31,8.52,79.51,39.07,39.93,91.13,9.0,25.99,62.74,32.22,3.49,0.0,76.0,0,47.0,deterministic_fallback
mumbai,15.0,30.31,169.43,67.9,35.27,78.16,11.63,82.26,39.07,37.49,49.4,10.87,28.23,38.62,32.36,7.24,2.0,,0,63.97,deterministic_fallback
chennai,7.39,34.46,112.96,84.27,56.88,72.2,8.67,70.68,47.68,33.77,,,28.47,45.59,32.37,3.28,2.0,69.37,0,70.67,deterministic_fallback
delhi,13.0,37.35,181.95,44.49,43.96,94.08,10.31,87.98,36.64,30.63,100.0,8.82,19.01,27.15,41.35,6.01,0.0,100.0,0,39.93,deterministic_fallback
kolkata,11.85,32.81,155.0,86.22,50.58,53.55,7.78,76.6,50.07,39.44,53.25,6.61,30.59,53.21,48.05,1.22,3.0,44.12,1,88.44,deterministic_fallback
chennai,6.48,35.48,100.86,64.26,48.8,70.35,9.71,81.09,22.03,42.55,76.17,7.84,34.97,40.21,41.46,3.67,1.0,83.05,0,70.32,deterministic_fallback
kolkata,6.92,31.9,101.66,99.36,53.27,72.79,7.32,82.43,40.06,41.38,94.32,11.08,27.43,56.72,20.27,7.81,0.0,97.78,0,39.13,deterministic_fallback
mumbai,42.04,34.5,81.02,69.83,48.44,63.83,,78.42,48.74,36.26,81.33,7.58,20.21,45.1,38.27,3.97,1.0,73.41,1,73.08,deterministic_fallback
,34.03,28.37,86.06,71.27,31.59,89.85,8.45,,39.64,34.61,92.91,5.46,30.01,62.44,39.48,6.57,0.0,78.11,0,52.24,deterministic_fallback
chennai,16.58,35.62,78.84,58.35,46.08,54.04,7.11,75.47,35.87,41.82,79.5,12.64,26.51,52.03,39.49,4.67,0.0,88.81,0,53.57,deterministic_fallback
delhi,19.08,37.27,148.55,50.2,46.61,66.76,11.28,80.57,59.38,37.14,49.36,4.94,29.28,52.91,35.56,0.77,0.0,55.47,1,53.0,deterministic_fallback
delhi,8.74,31.76,177.18,46.3,33.12,95.0,10.59,78.5,53.15,29.86,91.33,2.97,21.21,55.54,34.6,,0.0,100.0,0,28.56,deterministic_fallback
mumbai,14.31,27.61,116.59,,32.28,89.95,10.46,86.67,25.53,37.38,87.2,7.88,27.82,44.66,21.2,8.69,0.0,100.0,0,35.51,deterministic_fallback
kolkata,19.62,32.96,105.59,79.17,47.57,71.83,7.03,,28.4,38.73,93.48,8.97,34.58,46.35,38.24,7.48,0.0,,0,43.94,deterministic_fallback
hyderabad,23.08,30.93,88.41,68.96,37.11,59.45,10.59,79.29,57.85,31.03,59.5,8.62,26.08,49.71,49.42,4.49,0.0,90.81,0,51.72,deterministic_fallback
hyderabad,27.34,27.99,141.75,51.99,28.63,60.53,10.8,75.11,46.94,30.4,59.66,9.29,18.17,51.66,21.68,3.09,0.0,76.37,1,54.49,deterministic_fallback
chennai,15.23,36.17,116.27,72.96,56.85,59.13,7.76,64.93,45.2,28.45,72.2,6.54,25.43,33.52,38.49,1.42,1.0,50.09,1,71.9,deterministic_fallback
bangalore,9.09,26.81,107.37,66.63,28.29,88.11,,74.54,37.45,34.61,89.87,6.44,28.22,68.24,37.24,,,71.0,1,65.89,deterministic_fallback
bangalore,14.9,24.1,76.06,73.16,24.1,85.62,11.29,88.39,47.66,36.19,88.91,5.77,28.9,53.48,37.67,2.03,0.0,72.59,0,57.13,deterministic_fallback
bangalore,23.17,24.98,78.72,72.8,24.98,61.96,10.32,87.33,33.91,39.8,62.67,8.5,34.57,54.84,50.31,0.4,1.0,62.85,0,78.71,deterministic_fallback
hyderabad,18.21,31.75,100.58,65.23,38.09,50.26,6.97,76.38,55.32,38.94,66.11,8.59,26.8,58.75,46.32,0.15,2.0,44.03,0,77.7,deterministic_fallback
